id,category,question,context,answer,doc_len
5707,Ementa,Quais são os objetivos de aprendizagem da disciplina didática 2?,,Prática de Ensino em Computação 2 se concentra em explorar: Noções avançadas de didática e preparação de atividades de educação em computação.,10
5708,Ementa,Quais são os principais temas que serão abordados em Didatica 2?,,Os tópicos cobertos em Prática de Ensino em Computação 2 incluem: Noções avançadas de didática e preparação de atividades de educação em computação.,11
5709,Ementa,Qual é o foco principal da disciplina didatica 2?,,Prática de Ensino em Computação 2 foi criada para fornecer uma compreensão sobre: Noções avançadas de didática e preparação de atividades de educação em computação.,9
5710,Ementa,Quais são os principais conceitos e teorias que serão discutidos em práticas 2?,,A ementa de Prática de Ensino em Computação 2 foi desenvolvida para ajudar os alunos a compreenderem: Noções avançadas de didática e preparação de atividades de educação em computação.,13
5711,Ementa,Quais são os tópicos de Praticas 2?,,Os objetivos de aprendizagem de Prática de Ensino em Computação 2 incluem: Noções avançadas de didática e preparação de atividades de educação em computação.,7
5712,Ementa,O que eu posso esperar aprender com praticas 2?,,Prática de Ensino em Computação 2 foi projetada para explorar os conceitos de: Noções avançadas de didática e preparação de atividades de educação em computação.,9
5713,Ementa,Quais são os principais assuntos de prática 2?,,Os assuntos abordados em Prática de Ensino em Computação 2 são: Noções avançadas de didática e preparação de atividades de educação em computação.,8
5714,Ementa,A disciplina Pratica 2 é sobre o que?,,Prática de Ensino em Computação 2 é uma disciplina que aborda: Noções avançadas de didática e preparação de atividades de educação em computação.,8
5715,Ementa,Qual é o conteúdo programático da disciplina Processamento de Linguagem Natural?,,A ementa da Processamento de Linguagem Natural foi projetada para abranger: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,11
5716,Ementa,Pode me dizer quais são os tópicos que serão abordados em PLN?,,O conteúdo programático de Processamento de Linguagem Natural inclui: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,12
5717,Ementa,Qual é a ementa de pln?,,Processamento de Linguagem Natural se baseia nos seguintes tópicos: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,6
5718,Ementa,Do que se trata Processamento?,,A ementa de Processamento de Linguagem Natural abrange: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,5
5719,Ementa,Quais são os objetivos de aprendizagem da disciplina processamento?,,Processamento de Linguagem Natural se concentra em explorar: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,9
5720,Ementa,Quais são os principais temas que serão abordados em Processamento de Linguagem Natural?,,Os tópicos cobertos em Processamento de Linguagem Natural incluem: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,13
5721,Ementa,Qual é o foco principal da disciplina PLN?,,Processamento de Linguagem Natural foi criada para fornecer uma compreensão sobre: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,8
5722,Ementa,Quais são os principais conceitos e teorias que serão discutidos em pln?,,A ementa de Processamento de Linguagem Natural foi desenvolvida para ajudar os alunos a compreenderem: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,12
5723,Ementa,Quais são os tópicos de Processamento?,,Os objetivos de aprendizagem de Processamento de Linguagem Natural incluem: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,6
5724,Ementa,O que eu posso esperar aprender com processamento?,,Processamento de Linguagem Natural foi projetada para explorar os conceitos de: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,8
5725,Ementa,Quais são os principais assuntos de Processamento de Linguagem Natural?,,Os assuntos abordados em Processamento de Linguagem Natural são: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,10
5726,Ementa,A disciplina PLN é sobre o que?,,Processamento de Linguagem Natural é uma disciplina que aborda: Processamento e Pré-processamento de Texto; Representação Vetorial de Documentos e Palavras; K-NN para Busca Textual; Descoberta de Tópicos com LDA; Agrupamento com o K-Means; Naive Bayes; Modelos de Linguagem; Regressão Logística e Redes Neurais; Word Embeddings; Redes Neurais Recorrentes; Transfer Learning para NLP; Aplicações de NLP.,7
5727,Ementa,Qual é o conteúdo programático da disciplina Programação em Banco de Dados?,,"A ementa da Programação em Banco de Dados foi projetada para abranger: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",12
5728,Ementa,Pode me dizer quais são os tópicos que serão abordados em PGBD?,,"O conteúdo programático de Programação em Banco de Dados inclui: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",12
5729,Ementa,Qual é a ementa de pgbd?,,"Programação em Banco de Dados se baseia nos seguintes tópicos: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",6
5730,Ementa,Do que se trata Programação em Banco de Dados?,,"A ementa de Programação em Banco de Dados abrange: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",9
5731,Ementa,Quais são os objetivos de aprendizagem da disciplina PGBD?,,"Programação em Banco de Dados se concentra em explorar: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",9
5732,Ementa,Quais são os principais temas que serão abordados em pgbd?,,"Os tópicos cobertos em Programação em Banco de Dados incluem: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",10
5733,Ementa,Qual é o foco principal da disciplina Programação em Banco de Dados?,,"Programação em Banco de Dados foi criada para fornecer uma compreensão sobre: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",12
5734,Ementa,Quais são os principais conceitos e teorias que serão discutidos em PGBD?,,"A ementa de Programação em Banco de Dados foi desenvolvida para ajudar os alunos a compreenderem: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",12
5735,Ementa,Quais são os tópicos de pgbd?,,"Os objetivos de aprendizagem de Programação em Banco de Dados incluem: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",6
5736,Ementa,O que eu posso esperar aprender com Programação em Banco de Dados?,,"Programação em Banco de Dados foi projetada para explorar os conceitos de: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",12
5737,Ementa,Quais são os principais assuntos de PGBD?,,"Os assuntos abordados em Programação em Banco de Dados são: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",7
5738,Ementa,A disciplina pgbd é sobre o que?,,"Programação em Banco de Dados é uma disciplina que aborda: Introdução às linguagens de programação de banco de dados. Definição de variáveis e tipos de dados. Controle de Fluxo. Entrada e saída de dados. Cursores. Tratamento de erros e exceções. Construção de subprogramas (procedimentos, funções, pacotes, gatilhos). Utilização de subprogramas embutidos. SQL Avançado.",7
5739,Ementa,Qual é o conteúdo programático da disciplina Programação Funcional?,,A ementa da Programação Funcional foi projetada para abranger: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,9
5740,Ementa,Pode me dizer quais são os tópicos que serão abordados em Funcional?,,O conteúdo programático de Programação Funcional inclui: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,12
5741,Ementa,Qual é a ementa de funcional?,,Programação Funcional se baseia nos seguintes tópicos: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,6
5742,Ementa,Do que se trata Programação Funcional?,,A ementa de Programação Funcional abrange: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,6
5743,Ementa,Quais são os objetivos de aprendizagem da disciplina Funcional?,,Programação Funcional se concentra em explorar: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,9
5744,Ementa,Quais são os principais temas que serão abordados em funcional?,,Os tópicos cobertos em Programação Funcional incluem: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,10
5745,Ementa,Qual é o foco principal da disciplina Programação Funcional?,,Programação Funcional foi criada para fornecer uma compreensão sobre: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,9
5746,Ementa,Quais são os principais conceitos e teorias que serão discutidos em Funcional?,,A ementa de Programação Funcional foi desenvolvida para ajudar os alunos a compreenderem: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,12
5747,Ementa,Quais são os tópicos de funcional?,,Os objetivos de aprendizagem de Programação Funcional incluem: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,6
5748,Ementa,O que eu posso esperar aprender com Programação Funcional?,,Programação Funcional foi projetada para explorar os conceitos de: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,9
5749,Ementa,Quais são os principais assuntos de Funcional?,,Os assuntos abordados em Programação Funcional são: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,7
5750,Ementa,A disciplina funcional é sobre o que?,,Programação Funcional é uma disciplina que aborda: Paradigma de linguagens funcionais. Introdução a Lambda Calculus. Sintaxe e Semântica de uma Linguagem de Programação Funcional. Funções. Recursão. Tipos de Dados. Feições funcionais em linguagens de programação imperativas e orientadas a objetos.,7
5751,Ementa,Qual é o conteúdo programático da disciplina Programação para Web 1?,,"A ementa da Programação para Web 1 foi projetada para abranger: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",11
5752,Ementa,Pode me dizer quais são os tópicos que serão abordados em Pweb?,,"O conteúdo programático de Programação para Web 1 inclui: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",12
5753,Ementa,Qual é a ementa de pweb?,,"Programação para Web 1 se baseia nos seguintes tópicos: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",6
5754,Ementa,Do que se trata progweb?,,"A ementa de Programação para Web 1 abrange: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",5
5755,Ementa,Quais são os objetivos de aprendizagem da disciplina Programação para Web 1?,,"Programação para Web 1 se concentra em explorar: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",12
5756,Ementa,Quais são os principais temas que serão abordados em Pweb?,,"Os tópicos cobertos em Programação para Web 1 incluem: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",10
5757,Ementa,Qual é o foco principal da disciplina pweb?,,"Programação para Web 1 foi criada para fornecer uma compreensão sobre: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",8
5758,Ementa,Quais são os principais conceitos e teorias que serão discutidos em progweb?,,"A ementa de Programação para Web 1 foi desenvolvida para ajudar os alunos a compreenderem: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",12
5759,Ementa,Quais são os tópicos de Programação para Web 1?,,"Os objetivos de aprendizagem de Programação para Web 1 incluem: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",9
5760,Ementa,O que eu posso esperar aprender com Pweb?,,"Programação para Web 1 foi projetada para explorar os conceitos de: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",8
5761,Ementa,Quais são os principais assuntos de pweb?,,"Os assuntos abordados em Programação para Web 1 são: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",7
5762,Ementa,A disciplina progweb é sobre o que?,,"Programação para Web 1 é uma disciplina que aborda: História e fundamentos da Web. Introdução à tríade de tecnologias web HTML, CSS e JavaScript. Sintaxe e semântica de HTML (parser + DOM). Sintaxe e semântica de CSS (renderização). Sintaxe e semântica de JavaScript (conceitos básicos de programação revistos para JS tipos de dados, controle de fluxo, funções e classes). Fundamentos de programação funcional com JavaScript. Programação assíncrona com JavaScript no browser (preemptive versus cooperative multitasking; pilha de execução vs fila de eventos; settimeout, setinterval, await, async, promises). Diferenças entre os runtimes de Python, Java e JavaScript (runtime vs language engine). Serviços básicos do browser (objetos, funções e APIs do browser, tais como window, document, Selection e Fetch). Conceitos de elemento e componente web.",7
5763,Ementa,Qual é o conteúdo programático da disciplina Programação para Web 2?,,"A ementa da Programação para Web 2 foi projetada para abranger: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",11
5764,Ementa,Pode me dizer quais são os tópicos que serão abordados em Pweb2?,,"O conteúdo programático de Programação para Web 2 inclui: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",12
5765,Ementa,Qual é a ementa de pweb2?,,"Programação para Web 2 se baseia nos seguintes tópicos: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",6
5766,Ementa,Do que se trata progweb2?,,"A ementa de Programação para Web 2 abrange: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",5
5767,Ementa,Quais são os objetivos de aprendizagem da disciplina Programação para Web 2?,,"Programação para Web 2 se concentra em explorar: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",12
5768,Ementa,Quais são os principais temas que serão abordados em Pweb2?,,"Os tópicos cobertos em Programação para Web 2 incluem: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",10
5769,Ementa,Qual é o foco principal da disciplina pweb2?,,"Programação para Web 2 foi criada para fornecer uma compreensão sobre: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",8
5770,Ementa,Quais são os principais conceitos e teorias que serão discutidos em progweb2?,,"A ementa de Programação para Web 2 foi desenvolvida para ajudar os alunos a compreenderem: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",12
5771,Ementa,Quais são os tópicos de Programação para Web 2?,,"Os objetivos de aprendizagem de Programação para Web 2 incluem: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",9
5772,Ementa,O que eu posso esperar aprender com Pweb2?,,"Programação para Web 2 foi projetada para explorar os conceitos de: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",8
5773,Ementa,Quais são os principais assuntos de pweb2?,,"Os assuntos abordados em Programação para Web 2 são: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",7
5774,Ementa,A disciplina progweb2 é sobre o que?,,"Programação para Web 2 é uma disciplina que aborda: Arquitetura e projeto de aplicações Web. APIs Web. Escalabilidade, controle de transações e segurança de aplicações Web. Tópicos Avançados.",7
5775,Ementa,Qual é o conteúdo programático da disciplina Projeto de Redes de Computadores?,,A ementa da Projeto de Redes de Computadores foi projetada para abranger: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,12
5776,Ementa,Pode me dizer quais são os tópicos que serão abordados em Projeto de Redes?,,O conteúdo programático de Projeto de Redes de Computadores inclui: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,14
5777,Ementa,Qual é a ementa de projeto de redes?,,Projeto de Redes de Computadores se baseia nos seguintes tópicos: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,8
